,Unnamed: 0,loss,epsilon,tair,action,pmv,qheat,reward,occ
0,0,0.0,0.99995,7.082887298688417,17.414141414141415,-3.646693018718196,0.0,1.0,0.0
1,1,0.0,0.99995,7.086892321552718,18.929292929292927,-3.650172276609294,0.0,1.0,0.0
2,2,0.0,0.99995,7.099071925962292,20.444444444444443,-3.651367156774423,0.0,1.0,0.0
3,3,0.0,0.99995,7.11419937903255,19.03030303030303,-3.651017760818291,0.0,1.0,0.0
4,4,0.0,0.99995,7.130398324773278,16.606060606060606,-3.6499989335410112,0.0,1.0,0.0
5,5,0.0,0.99995,7.14785997508197,16.0,-3.648636207072876,0.0,1.0,0.0
6,6,0.0,0.99995,7.151906487558825,18.67676767676768,-3.646902114382196,0.0,1.0,0.0
7,7,0.0,0.99995,7.141579816666307,17.91919191919192,-3.647482558618741,0.0,1.0,0.0
8,8,0.0,0.99995,7.123687582599289,17.262626262626263,-3.650174392349341,0.0,1.0,0.0
9,9,0.0,0.99995,7.103961337366319,19.484848484848484,-3.65407820478739,0.0,1.0,0.0
10,10,0.0,0.99995,7.084601105795151,16.404040404040405,-3.658350419647885,0.0,1.0,0.0
11,11,0.0,0.99995,7.06558035138117,17.818181818181817,-3.6626156140950954,0.0,1.0,0.0
12,12,0.0,0.99995,7.045713000255477,19.83838383838384,-3.6668680022667153,0.0,1.0,0.0
13,13,0.0,0.99995,7.024752226496388,21.0,-3.671241594705504,0.0,1.0,0.0
14,14,0.0,0.99995,7.003119445788274,20.696969696969692,-3.6757997263489215,0.0,1.0,0.0
15,15,0.0,0.99995,6.98123312222033,19.63636363636364,-3.680477026215802,0.0,1.0,0.0
16,16,0.0,0.99995,6.959289238354574,20.696969696969692,-3.6852169846144975,0.0,1.0,0.0
17,17,0.0,0.99995,6.937310008675481,17.818181818181817,-3.6899814452968176,0.0,1.0,0.0
18,18,0.0,0.99995,6.916844851019967,20.09090909090909,-3.6947690419535366,0.0,1.0,0.0
19,19,0.0,0.99995,6.897969737021317,18.828282828282827,-3.6993108055387,0.0,1.0,0.0
20,20,0.0,0.99995,6.879956005785488,20.09090909090909,-3.703588247870622,0.0,1.0,0.0
21,21,0.0,0.99995,6.862210508540734,19.232323232323232,-3.707694290820925,0.0,1.0,0.0
22,22,0.0,0.99995,6.844519510970067,19.585858585858585,-3.711717127870242,0.0,1.0,0.0
23,23,0.0,0.99995,6.826900805197144,20.7979797979798,-3.715695021937095,0.0,1.0,0.0
24,24,0.0,0.99995,6.806776995739781,18.424242424242426,-3.7196272121958,0.0,1.0,0.0
25,25,0.0,0.99995,6.784067827299993,19.83838383838384,-3.724016316152393,0.0,1.0,0.0
26,26,0.0,0.99995,6.760032327590432,17.91919191919192,-3.728808657783068,0.0,1.0,0.0
27,27,0.0,0.99995,6.735676535630988,17.666666666666668,-3.733837691307946,0.0,1.0,0.0
28,28,0.0,0.99995,6.711364086115809,18.52525252525253,-3.738957050558892,0.0,1.0,0.0
29,29,0.0,0.99995,6.687069888091098,20.7979797979798,-3.744100472189549,0.0,1.0,0.0
30,30,0.0,0.99995,6.662337253686956,17.96969696969697,-3.749271049031994,0.0,1.0,0.0
31,31,0.5760962963104248,0.99995,6.637131760635076,19.83838383838384,-3.754541729537458,0.0,1.0,0.0
32,32,0.4004504680633545,0.9999,6.611663214744366,18.626262626262623,-3.759916322648201,0.0,1.0,0.0
33,33,0.1700939238071441,0.99985,6.586101816068003,18.67676767676768,-3.765363177857828,0.0,1.0,0.0
